,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers
11332,TotalTrafficHOU,"Accident cleared in #SouthEastSide on I-45 Gulf Fwy NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:35:43+00:00,0,0,,#SouthEastSide #traffic,"accident cleared in #southeastside on i-45 gulf fwy nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11334,TotalTrafficBTR,Stall cleared in #EastBatonRougeParish on I 10 WB at Perkins Rd/Exit 157A #traffic http://bit.ly/12oyfoo,2020-08-25 16:30:43+00:00,0,0,,#EastBatonRougeParish #traffic,stall cleared in #eastbatonrougeparish on i 10 wb at perkins rd/exit 157a #traffic http://bit.ly/12oyfoo,['perkins rd'],[],[],[]
11335,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Gulf Fwy Inbound after FM 518, stopped traffic back to FM 517 #traffic http://bit.ly/17hsIjn",2020-08-25 16:25:44+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 gulf fwy inbound after fm 518, stopped traffic back to fm 517 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11337,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthEastSide on I-45 Gulf Fwy NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:25:43+00:00,0,0,,#SouthEastSide #traffic,"accident. two left lanes blocked in #southeastside on i-45 gulf fwy nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11339,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthEastSide on I-45 NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:20:43+00:00,0,0,,#SouthEastSide #traffic,"accident. two left lanes blocked in #southeastside on i-45 nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11341,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Inbound after FM 518, stopped traffic back to FM 517 #traffic http://bit.ly/17hsIjn",2020-08-25 16:15:44+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 inbound after fm 518, stopped traffic back to fm 517 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11344,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Gulf Fwy Inbound after FM 518, stopped traffic back to FM 646 #traffic http://bit.ly/17hsIjn",2020-08-25 16:05:43+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 gulf fwy inbound after fm 518, stopped traffic back to fm 646 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11346,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthSide on 610 WB after Almeda / FM 521, stop and go traffic back to Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-25 15:50:43+00:00,0,0,,#SouthSide #traffic,"accident. two left lanes blocked in #southside on 610 wb after almeda / fm 521, stop and go traffic back to hwy 288 #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[]
11349,TotalTrafficHOU,"Vehicle fire. two right lanes blocked in #SugarLand on I-69 SW Fwy Outbound at University Blvd/ New Territory, stop and go traffic back to Sweetwater / First Colony Blvd. #traffic http://bit.ly/17hsIjn",2020-08-25 15:35:44+00:00,0,0,,#SugarLand #traffic,"vehicle fire. two right lanes blocked in #sugarland on i-69 sw fwy outbound at university blvd/ new territory, stop and go traffic back to sweetwater / first colony blvd. #traffic http://bit.ly/17hsijn",['colony blvd'],['i-69'],[],[]
11351,MarioMo33,I rather have a smoother drive on that highway,2020-08-25 15:31:27+00:00,0,0,,,i rather have a smoother drive on that highway,['smoother drive'],[],[],[]
11352,TotalTrafficHOU,"Police activity in #WestSide on I-10 Katy Fwy EB at Washington, stop and go traffic back to The W Lp #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"police activity in #westside on i-10 katy fwy eb at washington, stop and go traffic back to the w lp #traffic http://bit.ly/17hsijn",[],['i-10'],[],[]
11353,TotalTrafficHOU,"Accident cleared in #WestSide on I-10 Katy Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Wilcrest #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"accident cleared in #westside on i-10 katy fwy inbound at the w sam houston tollway, stop and go traffic back to wilcrest #traffic http://bit.ly/17hsijn",[],['i-10'],[],[]
11354,TotalTrafficHOU,"Accident, left lane blocked in #WestSide on I-10 Katy Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Wilcrest #traffic http://bit.ly/17hsIjn",2020-08-25 15:05:43+00:00,0,0,,#WestSide #traffic,"accident, left lane blocked in #westside on i-10 katy fwy inbound at the w sam houston tollway, stop and go traffic back to wilcrest #traffic http://bit.ly/17hsijn",[],['i-10'],[],[]
11358,TotalTrafficHOU,"Police activity in #WestSide on I-10 EB at Washington, stop and go traffic back to The W Lp #traffic http://bit.ly/17hsIjn",2020-08-25 14:50:43+00:00,0,0,,#WestSide #traffic,"police activity in #westside on i-10 eb at washington, stop and go traffic back to the w lp #traffic http://bit.ly/17hsijn",[],['i-10'],[],[]
11359,TotalTrafficHOU,Police activity in #WestSide on I-10 Katy Fwy EB at Washington #traffic http://bit.ly/17hsIjn,2020-08-25 14:40:43+00:00,0,0,,#WestSide #traffic,police activity in #westside on i-10 katy fwy eb at washington #traffic http://bit.ly/17hsijn,[],['i-10'],[],[]
11360,Mexia_Athletics,The Ladycats head down Highway 84 tonight to take on the Teague Lions! #EAT #WEKAT #CODEBLACK,2020-08-25 14:37:06+00:00,2,3,,#EAT #WEKAT #CODEBLACK,the ladycats head down highway 84 tonight to take on the teague lions! #eat #wekat #codeblack,[],['highway 84'],[],[]
11363,TotalTrafficAUS,"Accident cleared in #Travis on I-35 NB before William Cannon Dr/Exit 228/229, stop and go traffic back to FM-1626/Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:50:44+00:00,0,1,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 nb before william cannon dr/exit 228/229, stop and go traffic back to fm-1626/onion crk pkwy/exit 225 #atxtraffic http://bit.ly/10bgkax",['crk pkwy'],['i-35'],"['exit 228/229', 'exit 225']",[]
11367,TotalTrafficAUS,"Accident cleared in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:30:43+00:00,0,1,,#Manor #ATXtraffic,"accident cleared in #manor on 290 wb at fm 973, stop and go traffic back to old kimbro rd #atxtraffic http://bit.ly/10bgkax",['kimbro rd'],[],[],[]
11369,TotalTrafficAUS,"Accident in #Travis on I-35 NB before William Cannon Dr/Exit 228/229, stop and go traffic back to FM-1626/Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:15:44+00:00,0,2,,#Travis #ATXtraffic,"accident in #travis on i-35 nb before william cannon dr/exit 228/229, stop and go traffic back to fm-1626/onion crk pkwy/exit 225 #atxtraffic http://bit.ly/10bgkax",['crk pkwy'],['i-35'],"['exit 228/229', 'exit 225']",[]
11370,TotalTrafficAUS,"Accident in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:00:43+00:00,0,1,,#Manor #ATXtraffic,"accident in #manor on 290 wb at fm 973, stop and go traffic back to old kimbro rd #atxtraffic http://bit.ly/10bgkax",['kimbro rd'],[],[],[]
11372,TotalTrafficHOU,"Accident, right lane blocked in #Southside on S Sam Houston Tollway EB at Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-25 12:45:43+00:00,0,0,,#Southside #traffic,"accident, right lane blocked in #southside on s sam houston tollway eb at hwy 288 #traffic http://bit.ly/17hsijn",['right lane'],['hwy 288'],[],[]
11374,TotalTrafficHOU,"Accident, right lane blocked in #ClintonParkTriCommunity on 610 SB at Sidney Sherman Brg #traffic http://bit.ly/17hsIjn",2020-08-25 12:25:43+00:00,0,0,,#ClintonParkTriCommunity #traffic,"accident, right lane blocked in #clintonparktricommunity on 610 sb at sidney sherman brg #traffic http://bit.ly/17hsijn",['right lane'],[],[],[]
11377,TotalTrafficHOU,"Accident cleared in #SeSide on I-45 Gulf Fwy Inbound at Broadway, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 12:00:43+00:00,0,0,,#SeSide #traffic,"accident cleared in #seside on i-45 gulf fwy inbound at broadway, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11378,TotalTrafficHOU,"Disabled vehicle. right shoulder blocked in #SeSide on I-45 Gulf Fwy Inbound at Broadway, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 11:45:43+00:00,0,0,,#SeSide #traffic,"disabled vehicle. right shoulder blocked in #seside on i-45 gulf fwy inbound at broadway, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11380,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on I-45 Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:35:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on i-45 outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],['i-45'],['exit 87'],[]
11381,TotalTrafficHOU,"Accident blocks 3 right lanes in #Montgomery on I-45 Outbound at TX-105/Exit 87, stop and go traffic back to Calvary Rd #traffic http://bit.ly/17hsIjn",2020-08-25 11:30:43+00:00,0,0,,#Montgomery #traffic,"accident blocks 3 right lanes in #montgomery on i-45 outbound at tx-105/exit 87, stop and go traffic back to calvary rd #traffic http://bit.ly/17hsijn",['calvary rd'],['i-45'],['exit 87'],[]
11382,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on 45 N Frwy Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:20:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on 45 n frwy outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],[],['exit 87'],[]
11386,TotalTrafficAUS,"A crash is blocking the right lane. in #Travis on TX-71 EB at US 183/Bastrop Hwy, slow traffic back to Riverside Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-25 07:30:43+00:00,0,1,,#Travis #ATXtraffic,"a crash is blocking the right lane. in #travis on tx-71 eb at us 183/bastrop hwy, slow traffic back to riverside dr #atxtraffic http://bit.ly/10bgkax","['right lane', 'bastrop hwy']",['us 183'],[],[]
11387,niaathedonn,Everytime i drive onna highway i turn into a speed racer .. and now I understand why my cousins be going so fast ,2020-08-25 06:32:37+00:00,0,1,,,everytime i drive onna highway i turn into a speed racer .. and now i understand why my cousins be going so fast ,['onna highway'],[],[],[]
11391,HazardTheGOD64,I swear to GOD I just seen the big women from my 500lb life. The episode they did in Lafayette with the 1ton family: she was like 800lbs or some shït. I swear to GOD I just seen her at the gas station on the breaux bridge highway.,2020-08-25 04:27:20+00:00,0,0,,,i swear to god i just seen the big women from my 500lb life. the episode they did in lafayette with the 1ton family: she was like 800lbs or some shït. i swear to god i just seen her at the gas station on the breaux bridge highway.,['bridge highway'],[],[],[]
11395,dawglikebobby,All Houston highway exits do is lead you right onto another highway,2020-08-25 03:00:12+00:00,0,0,,,all houston highway exits do is lead you right onto another highway,['houston highway'],[],[],[]
11404,TotalTrafficHOU,Accident cleared in #SouthSide on 610 S Lp WB at Hwy 288 #traffic http://bit.ly/17hsIjn,2020-08-25 01:25:43+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on 610 s lp wb at hwy 288 #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[]
11408,TotalTrafficHOU,Accident cleared in #SouthSide on Hwy 288 SB at Southmore #traffic http://bit.ly/17hsIjn,2020-08-25 01:05:42+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on hwy 288 sb at southmore #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[]
11409,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthSide on Hwy 288 SB at Southmore, stop and go traffic back to 69 SW Fwy #traffic http://bit.ly/17hsIjn",2020-08-25 00:50:43+00:00,1,0,,#SouthSide #traffic,"accident. two left lanes blocked in #southside on hwy 288 sb at southmore, stop and go traffic back to 69 sw fwy #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[]
11416,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax,2020-08-24 23:55:43+00:00,0,1,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i 35 sb at hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax,[],['hwy 183'],[],[]
11417,TotalTrafficAUS,Accident. right shoulder blocked in #AustinEastSide on US 183 SB at Loyola Ln #ATXtraffic http://bit.ly/10BGKax,2020-08-24 23:55:43+00:00,0,1,,#AustinEastSide #ATXtraffic,accident. right shoulder blocked in #austineastside on us 183 sb at loyola ln #atxtraffic http://bit.ly/10bgkax,[],['us 183'],[],[]
11418,TotalTrafficHOU,"Accident, left lane blocked in #SouthSide on 610 S Lp WB at Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-24 23:30:43+00:00,0,0,,#SouthSide #traffic,"accident, left lane blocked in #southside on 610 s lp wb at hwy 288 #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[]
11420,TotalTrafficBTR,Incident cleared in #St.Martin on I 10 WB at LA-347/Cecilia/Henderson/Exit 115 #traffic http://bit.ly/12oyfoo,2020-08-24 23:10:43+00:00,0,0,,#St #traffic,incident cleared in #st.martin on i 10 wb at la-347/cecilia/henderson/exit 115 #traffic http://bit.ly/12oyfoo,[],[],['exit 115'],[]
11421,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRouge on I 10 WB before Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-24 23:05:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, left lane blocked in #eastbatonrouge on i 10 wb before siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo",['siegen lane'],[],['exit 163'],[]
11424,TotalTrafficBTR,"Accident, two lanes blocked in #EastBatonRouge on I 10 WB before Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-24 22:35:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, two lanes blocked in #eastbatonrouge on i 10 wb before siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo",['siegen lane'],[],['exit 163'],[]
11426,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on Mopac NB at 45th St, stop and go traffic back to 35th St #ATXtraffic http://bit.ly/10BGKax",2020-08-24 22:35:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle cleared in #travis on mopac nb at 45th st, stop and go traffic back to 35th st #atxtraffic http://bit.ly/10bgkax","['45th st', '35th st']",[],[],[]
11427,TotalTrafficAUS,"Disabled vehicle, right lane blocked in #Travis on Mopac NB at 45th St, stop and go traffic back to 35th St #ATXtraffic http://bit.ly/10BGKax",2020-08-24 22:30:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, right lane blocked in #travis on mopac nb at 45th st, stop and go traffic back to 35th st #atxtraffic http://bit.ly/10bgkax","['right lane', '45th st', '35th st']",[],[],[]
11433,TotalTrafficHOU,"Disabled vehicle cleared in #Downtown on I-45 Outbound before 69, stop and go traffic back to I-10 #traffic http://bit.ly/17hsIjn",2020-08-24 22:00:43+00:00,0,1,,#Downtown #traffic,"disabled vehicle cleared in #downtown on i-45 outbound before 69, stop and go traffic back to i-10 #traffic http://bit.ly/17hsijn",[],"['i-45', 'i-10']",[],[]
11435,TotalTrafficHOU,"Disabled vehicle, left lane blocked in #Downtown on I-45 Gulf Fwy Outbound before 69, stop and go traffic back to Allen Pky/Houston Ave/Exit 47 #traffic http://bit.ly/17hsIjn",2020-08-24 21:45:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle, left lane blocked in #downtown on i-45 gulf fwy outbound before 69, stop and go traffic back to allen pky/houston ave/exit 47 #traffic http://bit.ly/17hsijn",['houston ave'],['i-45'],['exit 47'],[]
11440,TotalTrafficHOU,"Accident cleared in #SwSide on US-69 SW Fwy Outbound before Kirkwood, stop and go traffic back to Bissonnet #traffic http://bit.ly/17hsIjn",2020-08-24 21:20:43+00:00,0,0,,#SwSide #traffic,"accident cleared in #swside on us-69 sw fwy outbound before kirkwood, stop and go traffic back to bissonnet #traffic http://bit.ly/17hsijn",[],['us-69'],[],[]
11444,TotalTrafficHOU,"Accident, left lane blocked in #SwSide on US-69 SW Fwy Outbound before Kirkwood, stop and go traffic back to Bissonnet #traffic http://bit.ly/17hsIjn",2020-08-24 21:05:43+00:00,0,0,,#SwSide #traffic,"accident, left lane blocked in #swside on us-69 sw fwy outbound before kirkwood, stop and go traffic back to bissonnet #traffic http://bit.ly/17hsijn",[],['us-69'],[],[]
11447,TotalTrafficHOU,Accident. four left lanes blocked in #SwSide on US-69 SW Fwy Outbound before Kirkwood #traffic http://bit.ly/17hsIjn,2020-08-24 20:45:43+00:00,0,0,,#SwSide #traffic,accident. four left lanes blocked in #swside on us-69 sw fwy outbound before kirkwood #traffic http://bit.ly/17hsijn,[],['us-69'],[],[]
11450,TotalTrafficBTR,Accident cleared in #St.Martin on I 10 WB between LA-328/Breaux Bridge/Exit 109 and Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo,2020-08-24 20:20:43+00:00,0,0,,#St #traffic,accident cleared in #st.martin on i 10 wb between la-328/breaux bridge/exit 109 and louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo,['louisiana ave'],[],"['exit 109', 'exit 104']",[]
