,Unnamed: 0,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
418,10166,TotalTrafficBTR,Accident in #Lafayette on I 10 WB between LA 3184/Ambassador Caffery Pkwy/Exit 100 and LA-93/Cankton/Scott/Exit 97 #traffic http://bit.ly/12oyfoo,2020-08-31 18:45:43+00:00,0,0,,#Lafayette #traffic,accident in #lafayette on i 10 wb between la 3184/ambassador caffery pkwy/exit 100 and la-93/cankton/scott/exit 97 #traffic http://bit.ly/12oyfoo,['caffery pkwy'],['la 3184'],"['exit 100', 'exit 97']",[],1.0
419,10169,TotalTrafficBTR,"Accident, right lane blocked in #EastBatonRouge on I-12 EB between Oneal Ln/Hwy 3245/Exit 7 and Range Ave./Hwy 3002/Exit 10 #traffic http://bit.ly/12oyfoo",2020-08-31 18:20:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, right lane blocked in #eastbatonrouge on i-12 eb between oneal ln/hwy 3245/exit 7 and range ave./hwy 3002/exit 10 #traffic http://bit.ly/12oyfoo",['right lane'],"['i-12', 'hwy 3245']","['exit 7', 'exit 10']",[],1.0
421,10172,TotalTrafficBTR,Accident in #Kleinpeter on Siegen Ln at N Reiger Rd #traffic http://bit.ly/12oyfoo,2020-08-31 18:10:43+00:00,0,0,,#Kleinpeter #traffic,accident in #kleinpeter on siegen ln at n reiger rd #traffic http://bit.ly/12oyfoo,['reiger rd'],[],[],[],1.0
422,10173,TotalTrafficHOU,Accident. left lane blocked in #NwSide on W Sam Houston Tollway SB at Tanner Rd #traffic http://bit.ly/17hsIjn,2020-08-31 18:00:43+00:00,0,1,,#NwSide #traffic,accident. left lane blocked in #nwside on w sam houston tollway sb at tanner rd #traffic http://bit.ly/17hsijn,"['left lane', 'tanner rd']",[],[],[],1.0
423,10175,TotalTrafficBTR,Accident with injury in #DenhamSprings on Hwy 16 at Cane Market Rd/LA 1024 #traffic http://bit.ly/12oyfoo,2020-08-31 17:35:43+00:00,0,0,,#DenhamSprings #traffic,accident with injury in #denhamsprings on hwy 16 at cane market rd/la 1024 #traffic http://bit.ly/12oyfoo,['market rd'],"['hwy 16', 'la 1024']",[],[],1.0
424,10178,TotalTrafficHOU,"Accident cleared in #Baytown on I-10 EB near Monmouth, stop and go traffic back to Dell Dale #traffic http://bit.ly/17hsIjn",2020-08-31 17:00:43+00:00,0,0,,#Baytown #traffic,"accident cleared in #baytown on i-10 eb near monmouth, stop and go traffic back to dell dale #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
425,10179,TotalTrafficHOU,"Accident cleared in #Baytown on I-10 EB near Monmouth, stopped traffic back to Dell Dale #traffic http://bit.ly/17hsIjn",2020-08-31 16:45:43+00:00,0,0,,#Baytown #traffic,"accident cleared in #baytown on i-10 eb near monmouth, stopped traffic back to dell dale #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
426,10180,TotalTrafficHOU,"Accident. only the right lane gets by in #Baytown on I-10 EB near Monmouth, stopped traffic back to Sheldon #traffic http://bit.ly/17hsIjn",2020-08-31 16:25:43+00:00,0,0,,#Baytown #traffic,"accident. only the right lane gets by in #baytown on i-10 eb near monmouth, stopped traffic back to sheldon #traffic http://bit.ly/17hsijn",['right lane'],['i-10'],[],[],1.0
428,10188,TotalTrafficAUS,"Accident cleared in #Travis on I 35 SB at Parmer Ln/Exit 245, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-31 15:35:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i 35 sb at parmer ln/exit 245, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",[],[],"['exit 245', 'exit 246']",[],1.0
429,10190,TotalTrafficAUS,"Accident in #Travis on I 35 SB at Parmer Ln/Exit 245, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-31 15:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i 35 sb at parmer ln/exit 245, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",[],[],"['exit 245', 'exit 246']",[],1.0
430,10193,TotalTrafficBTR,Accident cleared in #Lafayette on I 10 WB after Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo,2020-08-31 14:45:43+00:00,0,0,,#Lafayette #traffic,accident cleared in #lafayette on i 10 wb after louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo,['louisiana ave'],[],['exit 104'],[],1.0
431,10196,TotalTrafficHOU,"Disabled vehicle in #Downtown on 45 Gulf Fwy SB at Dallas St, stop and go traffic back to Hogan/Crockett St #traffic http://bit.ly/17hsIjn",2020-08-31 14:25:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle in #downtown on 45 gulf fwy sb at dallas st, stop and go traffic back to hogan/crockett st #traffic http://bit.ly/17hsijn","['dallas st', 'crockett st']",[],[],[],1.0
433,10198,TotalTrafficBTR,"Accident, left lane blocked in #Lafayette on I 10 WB after Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo",2020-08-31 14:15:43+00:00,0,0,,#Lafayette #traffic,"accident, left lane blocked in #lafayette on i 10 wb after louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo",['louisiana ave'],[],['exit 104'],[],1.0
434,10202,TotalTrafficBTR,"Accident, right lane blocked in #WestBatonRouge on I 10 EB before LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo",2020-08-31 13:45:43+00:00,0,0,,#WestBatonRouge #traffic,"accident, right lane blocked in #westbatonrouge on i 10 eb before la-415/lobdell/exit 151 #traffic http://bit.ly/12oyfoo",['right lane'],[],['exit 151'],[],1.0
435,10207,TotalTrafficHOU,"Construction work in #Baytown on I-10 EB at FM 3180/Exit 800, stop and go traffic back to Hwy 146/Exit 798 #traffic http://bit.ly/17hsIjn",2020-08-31 13:05:43+00:00,0,0,,#Baytown #traffic,"construction work in #baytown on i-10 eb at fm 3180/exit 800, stop and go traffic back to hwy 146/exit 798 #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 146']","['exit 800', 'exit 798']",[],1.0
436,10208,TotalTrafficBTR,"Accident, left lane blocked in #Lafayette on I 10 WB at Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo",2020-08-31 13:00:43+00:00,0,0,,#Lafayette #traffic,"accident, left lane blocked in #lafayette on i 10 wb at louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo",['louisiana ave'],[],['exit 104'],[],1.0
437,10210,TotalTrafficHOU,"Stall reported clear in #Downtown on I-45 SB at Dallas St, stopped traffic back to Patton #traffic http://bit.ly/17hsIjn",2020-08-31 13:00:43+00:00,0,0,,#Downtown #traffic,"stall reported clear in #downtown on i-45 sb at dallas st, stopped traffic back to patton #traffic http://bit.ly/17hsijn",['dallas st'],['i-45'],[],[],1.0
438,10211,TotalTrafficBTR,"Disabled vehicle, right lane blocked in #EastBatonRouge on I-110 SB at Laurel St/Exit 1H #traffic http://bit.ly/12oyfoo",2020-08-31 12:45:43+00:00,0,0,,#EastBatonRouge #traffic,"disabled vehicle, right lane blocked in #eastbatonrouge on i-110 sb at laurel st/exit 1h #traffic http://bit.ly/12oyfoo","['right lane', 'laurel st']",['i-110'],[],[],1.0
440,10215,TotalTrafficAUS,"Accident, left lane blocked in #Austin on FM 973 NB at McKenzie Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-31 12:35:43+00:00,0,0,,#Austin #ATXtraffic,"accident, left lane blocked in #austin on fm 973 nb at mckenzie rd #atxtraffic http://bit.ly/10bgkax",['mckenzie rd'],[],[],[],1.0
441,10216,TotalTrafficHOU,"Stalled 18-wheeler blocks right lane and shoulder in #Downtown on I-45 SB at Dallas St, stopped traffic back to N. Main #traffic http://bit.ly/17hsIjn",2020-08-31 12:30:43+00:00,0,0,,#Downtown #traffic,"stalled 18-wheeler blocks right lane and shoulder in #downtown on i-45 sb at dallas st, stopped traffic back to n. main #traffic http://bit.ly/17hsijn","['right lane', 'dallas st']",['i-45'],[],[],1.0
442,10217,TotalTrafficHOU,"Accident, right lane blocked in #NorthwestSide on W Sam Houston Tollway NB at Philippine, stopped traffic back to Little York #traffic http://bit.ly/17hsIjn",2020-08-31 12:30:43+00:00,0,0,,#NorthwestSide #traffic,"accident, right lane blocked in #northwestside on w sam houston tollway nb at philippine, stopped traffic back to little york #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
443,10219,TotalTrafficHOU,"Stalled 18-wheeler blocks right lane and shoulder in #Downtown on 45 Gulf Fwy SB at Dallas St, stopped traffic back to Hogan/Crockett St #traffic http://bit.ly/17hsIjn",2020-08-31 12:20:43+00:00,0,0,,#Downtown #traffic,"stalled 18-wheeler blocks right lane and shoulder in #downtown on 45 gulf fwy sb at dallas st, stopped traffic back to hogan/crockett st #traffic http://bit.ly/17hsijn","['right lane', 'dallas st', 'crockett st']",[],[],[],1.0
444,10221,TotalTrafficHOU,"Construction work in #Baytown on I-10 EB at FM 3180/Exit 800, stop and go traffic back to Sjolander #traffic http://bit.ly/17hsIjn",2020-08-31 12:15:43+00:00,0,0,,#Baytown #traffic,"construction work in #baytown on i-10 eb at fm 3180/exit 800, stop and go traffic back to sjolander #traffic http://bit.ly/17hsijn",[],['i-10'],['exit 800'],[],1.0
445,10222,TotalTrafficAUS,"Accident, left lane blocked in #Austin on FM 973 NB at McKenzie Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-31 12:00:43+00:00,0,0,,#Austin #ATXtraffic,"accident, left lane blocked in #austin on fm 973 nb at mckenzie rd #atxtraffic http://bit.ly/10bgkax",['mckenzie rd'],[],[],[],1.0
447,10224,TotalTrafficHOU,"Construction work in #Baytown on I-10 EB at FM 3180/Exit 800, stopped traffic back to Sjolander #traffic http://bit.ly/17hsIjn",2020-08-31 11:55:44+00:00,0,0,,#Baytown #traffic,"construction work in #baytown on i-10 eb at fm 3180/exit 800, stopped traffic back to sjolander #traffic http://bit.ly/17hsijn",[],['i-10'],['exit 800'],[],1.0
448,10225,TotalTrafficHOU,"Accident blocks right lane of exit ramp in #WestSide on 610 W Lp SB at 69 The SW Fwy, stop and go traffic back to Memorial Dr #traffic http://bit.ly/17hsIjn",2020-08-31 11:55:43+00:00,0,0,,#WestSide #traffic,"accident blocks right lane of exit ramp in #westside on 610 w lp sb at 69 the sw fwy, stop and go traffic back to memorial dr #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
449,10226,TotalTrafficBTR,"Accident, shoulder blocked in #WestBatonRouge on I 10 EB before LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo",2020-08-31 11:45:43+00:00,0,0,,#WestBatonRouge #traffic,"accident, shoulder blocked in #westbatonrouge on i 10 eb before la-415/lobdell/exit 151 #traffic http://bit.ly/12oyfoo",[],[],['exit 151'],[],1.0
450,10229,TotalTrafficHOU,"Construction work in #Baytown on I-10 EB at FM 3180/Exit 800, stopped traffic back to Hwy 146/Exit 798 #traffic http://bit.ly/17hsIjn",2020-08-31 11:35:43+00:00,0,0,,#Baytown #traffic,"construction work in #baytown on i-10 eb at fm 3180/exit 800, stopped traffic back to hwy 146/exit 798 #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 146']","['exit 800', 'exit 798']",[],1.0
451,10230,TotalTrafficHOU,"Accident. only the left lane gets by in #NorthwestSide on Sam Houston Tollway NB at Philippine, stopped traffic back to Little York #traffic http://bit.ly/17hsIjn",2020-08-31 11:35:42+00:00,0,0,,#NorthwestSide #traffic,"accident. only the left lane gets by in #northwestside on sam houston tollway nb at philippine, stopped traffic back to little york #traffic http://bit.ly/17hsijn",['left lane'],[],[],[],1.0
452,10231,TotalTrafficHOU,"Accident. only the left lane gets by in #NorthwestSide on W Sam Houston Tollway NB at Philippine, stopped traffic back to Hwy 290 #traffic http://bit.ly/17hsIjn",2020-08-31 11:10:43+00:00,0,0,,#NorthwestSide #traffic,"accident. only the left lane gets by in #northwestside on w sam houston tollway nb at philippine, stopped traffic back to hwy 290 #traffic http://bit.ly/17hsijn",['left lane'],['hwy 290'],[],[],1.0
453,10232,TotalTrafficHOU,"Accident blocks two right lanes in #NorthwestSide on Sam Houston Tollway NB at Philippine, stopped traffic back to Hwy 290 #traffic http://bit.ly/17hsIjn",2020-08-31 11:00:43+00:00,0,0,,#NorthwestSide #traffic,"accident blocks two right lanes in #northwestside on sam houston tollway nb at philippine, stopped traffic back to hwy 290 #traffic http://bit.ly/17hsijn",[],['hwy 290'],[],[],1.0
454,10233,TotalTrafficBTR,"Road construction, roadway reduced to one lane in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-31 10:55:43+00:00,1,0,,#EastBatonRougeParish #traffic,"road construction, roadway reduced to one lane in #eastbatonrougeparish on i 10 wb at highland rd/la-42/exit 166 #traffic http://bit.ly/12oyfoo",['highland rd'],[],['exit 166'],[],1.0
456,10236,TotalTrafficHOU,"Accident blocks two left lanes in #SouthEastSide on I-45 NB approaching Almeda Genoa, stopped traffic back to Fuqua #traffic http://bit.ly/17hsIjn",2020-08-31 10:40:43+00:00,0,0,,#SouthEastSide #traffic,"accident blocks two left lanes in #southeastside on i-45 nb approaching almeda genoa, stopped traffic back to fuqua #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
457,10237,TotalTrafficBTR,Reopened in #Iberville on I 10 EB at LA-77/Rosedale/Grosse Tete/Exit 139 and LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo,2020-08-31 10:35:43+00:00,0,0,,#Iberville #traffic,reopened in #iberville on i 10 eb at la-77/rosedale/grosse tete/exit 139 and la-415/lobdell/exit 151 #traffic http://bit.ly/12oyfoo,[],[],"['exit 139', 'exit 151']",[],1.0
458,10238,TotalTrafficHOU,"Accident in #SouthEastSide on I-45 NB approaching Almeda Genoa, stopped traffic back to Fuqua #traffic http://bit.ly/17hsIjn",2020-08-31 10:35:43+00:00,0,0,,#SouthEastSide #traffic,"accident in #southeastside on i-45 nb approaching almeda genoa, stopped traffic back to fuqua #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
459,10240,TotalTrafficHOU,"A crash affecting the three right lanes. in #NorthSide on I-45 SB before FM 1960, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-31 07:45:43+00:00,0,1,,#NorthSide #traffic,"a crash affecting the three right lanes. in #northside on i-45 sb before fm 1960, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
462,10258,TotalTrafficHOU,"Accident, three lanes blocked in #NorthSide on I-45 SB before Greens Rd. #traffic http://bit.ly/17hsIjn",2020-08-31 01:05:44+00:00,0,1,,#NorthSide #traffic,"accident, three lanes blocked in #northside on i-45 sb before greens rd. #traffic http://bit.ly/17hsijn",['greens rd'],['i-45'],[],[],1.0
467,10274,TotalTrafficAUS,"Accident, shoulder blocked in #Travis on I-35 Upper Deck SB at Manor Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-30 22:05:43+00:00,0,1,,#Travis #ATXtraffic,"accident, shoulder blocked in #travis on i-35 upper deck sb at manor rd #atxtraffic http://bit.ly/10bgkax",['manor rd'],['i-35'],[],[],1.0
469,10282,TotalTrafficAUS,"Accident cleared in #Williamson on I 35 SB at US-79/Sam Bass Rd, stop and go traffic back to FM 3406/Old Settlers Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-30 21:15:43+00:00,0,1,,#Williamson #ATXtraffic,"accident cleared in #williamson on i 35 sb at us-79/sam bass rd, stop and go traffic back to fm 3406/old settlers blvd #atxtraffic http://bit.ly/10bgkax","['bass rd', 'settlers blvd']",['us-79'],[],[],1.0
470,10287,TotalTrafficHOU,"Accident, two lanes blocked in #Spring on I-45 SB at FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-30 20:35:44+00:00,0,0,,#Spring #traffic,"accident, two lanes blocked in #spring on i-45 sb at fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
471,10292,TotalTrafficHOU,Accident. four lanes blocked in #WestSide on I-10 EB before Washington #traffic http://bit.ly/17hsIjn,2020-08-30 19:40:43+00:00,0,0,,#WestSide #traffic,accident. four lanes blocked in #westside on i-10 eb before washington #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1.0
472,10293,TotalTrafficHOU,Accident. left shoulder and lane blocked in #SouthSide on Hwy 288 NB at Orem #traffic http://bit.ly/17hsIjn,2020-08-30 19:40:43+00:00,0,0,,#SouthSide #traffic,accident. left shoulder and lane blocked in #southside on hwy 288 nb at orem #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[],1.0
473,10297,TotalTrafficAUS,"Accident, left lane blocked in #Williamson on I 35 SB at US-79/Sam Bass Rd, stop and go traffic back to FM 3406/Old Settlers Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-30 19:05:43+00:00,0,0,,#Williamson #ATXtraffic,"accident, left lane blocked in #williamson on i 35 sb at us-79/sam bass rd, stop and go traffic back to fm 3406/old settlers blvd #atxtraffic http://bit.ly/10bgkax","['bass rd', 'settlers blvd']",['us-79'],[],[],1.0
474,10303,TotalTrafficHOU,Accident blocks the entrance ramp. in #NwSide on US-290 NW EB at Gessner #traffic http://bit.ly/17hsIjn,2020-08-30 17:55:43+00:00,0,0,,#NwSide #traffic,accident blocks the entrance ramp. in #nwside on us-290 nw eb at gessner #traffic http://bit.ly/17hsijn,[],['us-290'],[],[],1.0
475,10304,TotalTrafficHOU,"Accident. three right lanes blocked in #NwSide on US-290 NW EB at Gessner, stopped traffic back to Senate #traffic http://bit.ly/17hsIjn",2020-08-30 17:55:43+00:00,0,0,,#NwSide #traffic,"accident. three right lanes blocked in #nwside on us-290 nw eb at gessner, stopped traffic back to senate #traffic http://bit.ly/17hsijn",[],['us-290'],[],[],1.0
476,10306,TotalTrafficAUS,Accident. right shoulder blocked. in #Travis on I-35 NB at Ben White #ATXtraffic http://bit.ly/10BGKax,2020-08-30 17:50:43+00:00,0,0,,#Travis #ATXtraffic,accident. right shoulder blocked. in #travis on i-35 nb at ben white #atxtraffic http://bit.ly/10bgkax,[],['i-35'],[],[],1.0
479,10309,TotalTrafficHOU,"Accident, right lane blocked in #MissouriCity on S SAM HOUSTON TOLLWAY EB at Hillcroft #traffic http://bit.ly/17hsIjn",2020-08-30 17:35:43+00:00,0,0,,#MissouriCity #traffic,"accident, right lane blocked in #missouricity on s sam houston tollway eb at hillcroft #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
